Age (bin),City,Education,Gender,GenderLabel,HouseOwnerFlag,HouseOwnerFlagLabel,MaritalStatus,MaritalStatusLabel,Occupation,PostalCode,Prospect,ProspectiveBuyerKey,StateProvinceCode,Age,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
50,Oregon City,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,97045,Chloe Simmons,466,OR,37,2,0,2,"50,000"
55,Monroe,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98272,Allison Morgan,96,WA,50,2,0,2,"50,000"
60,W. Linn,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,97068,Kristin Nath,1192,OR,54,2,1,2,"30,000"
60,Ballard,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98107,Tamara Rai,1959,WA,52,3,0,5,"30,000"
55,Concord,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94519,Patricia Martinez,1622,CA,49,3,1,2,"40,000"
60,Burien,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98168,April Chander,22,WA,46,3,1,5,"70,000"
35,W. Linn,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Management,97068,Mayra Kapoor,1416,OR,49,4,5,0,"110,000"
35,Lynnwood,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Management,98036,Carmen Sai,448,WA,30,4,5,0,"130,000"
35,La Jolla,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Professional,92806,Kayla Clark,1144,CA,45,4,0,0,"90,000"
35,W. Linn,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Professional,97068,Regina Engineer,1672,OR,44,4,5,0,"100,000"
35,Reno,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Professional,89502,Melody Serrano,1484,NV,49,4,5,0,"120,000"
30,Burien,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98168,Kari Patel,1198,WA,40,4,0,0,"60,000"
35,Colma,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94014,Maria Sanchez,1480,CA,58,4,0,0,"70,000"
30,Colma,Bachelors,F,FEMALE,1,YES,M,MARRIED,Clerical,94014,Jillian Subram,1088,CA,35,0,0,0,"20,000"
30,Fort Worth,Bachelors,F,FEMALE,1,YES,M,MARRIED,Clerical,76102,Whitney Fernandez,2021,TX,31,0,0,0,"20,000"
50,South Bend,Bachelors,F,FEMALE,1,YES,M,MARRIED,Clerical,46601,Alexis Davis,30,IN,44,0,0,0,"30,000"
40,Bellflower,Bachelors,F,FEMALE,1,YES,M,MARRIED,Clerical,90706,Carmen Rodriguez,439,CA,45,0,0,0,"40,000"
40,Daly City,Bachelors,F,FEMALE,1,YES,M,MARRIED,Clerical,94015,Kendra Martin,1184,CA,36,0,0,0,"40,000"
50,Daleville,Bachelors,F,FEMALE,1,YES,M,MARRIED,Clerical,47334,Zoe Stewart,2058,IN,40,0,0,1,"10,000"
65,Chicago,Bachelors,F,FEMALE,1,YES,M,MARRIED,Clerical,60610,Amy Xu,182,IL,45,0,0,1,"20,000"
65,Burien,Bachelors,F,FEMALE,1,YES,M,MARRIED,Clerical,98168,Kendra Hernandez,1164,WA,56,0,0,1,"20,000"
65,Concord,Bachelors,F,FEMALE,1,YES,M,MARRIED,Clerical,94519,Lori Castro,1263,CA,47,0,0,1,"30,000"
40,Florence,Bachelors,F,FEMALE,1,YES,M,MARRIED,Clerical,41042,Theresa Ortega,1952,KY,40,0,0,1,"30,000"
50,Beaverton,Bachelors,F,FEMALE,1,YES,M,MARRIED,Clerical,97005,Mallory Ortega,1442,OR,42,0,0,3,"30,000"
40,Coronado,Bachelors,F,FEMALE,1,YES,M,MARRIED,Clerical,92118,Dominique Srini,618,CA,31,0,1,1,"30,000"
40,Downey,Bachelors,F,FEMALE,1,YES,M,MARRIED,Clerical,90241,April Yuan,191,CA,54,0,1,1,"30,000"
40,Beaverton,Bachelors,F,FEMALE,1,YES,M,MARRIED,Clerical,97005,Jaclyn Deng,937,OR,44,0,1,1,"30,000"
50,Memphis,Bachelors,F,FEMALE,1,YES,M,MARRIED,Manual,38103,Haley Reed,851,TN,38,0,0,1,"20,000"
35,Detroit,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,48226,Natasha Moreno,1555,MI,46,0,0,2,"90,000"
40,Issaquah,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,98027,Katrina She,1234,WA,39,0,0,2,"90,000"
50,San Antonio,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,78204,Isabel Griffin,877,TX,46,0,3,4,"60,000"
50,Wenatchee,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,98801,Gabriella Brooks,769,WA,55,0,3,4,"60,000"
40,Downey,Bachelors,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,90241,Meredith Rubio,1476,CA,56,0,0,1,"40,000"
35,Colma,Bachelors,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94014,Anna Bennett,7,CA,51,0,1,1,"50,000"
35,Colma,Bachelors,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94014,Samantha Butler,1792,CA,41,0,1,1,"50,000"
40,Ballard,Bachelors,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98107,Raquel Navarro,1729,WA,36,0,2,2,"50,000"
40,Bothell,Bachelors,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98011,Alexandria Torres,169,WA,46,0,2,2,"50,000"
40,Bluffton,Bachelors,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,29910,Lindsay Rai,1306,SC,35,0,3,3,"50,000"
40,Milpitas,Bachelors,F,FEMALE,1,YES,M,MARRIED,Clerical,95035,Diane Ortega,584,CA,59,1,1,1,"30,000"
40,Glendale,Bachelors,F,FEMALE,1,YES,M,MARRIED,Management,91203,Morgan Moore,1429,CA,43,1,0,0,"80,000"
40,Portland,Bachelors,F,FEMALE,1,YES,M,MARRIED,Management,97205,Brooke Cox,218,OR,39,1,4,4,"90,000"
45,Palo Alto,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,94303,Ebony Sanchez,705,CA,52,1,0,0,"70,000"
45,Bellflower,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,90706,Cassie Bhat,319,CA,40,1,0,0,"70,000"
45,Torrance,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,90505,Jodi Raji,1045,CA,36,1,0,0,"70,000"
40,Salem,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,97301,Rebekah Alvarez,1648,OR,30,1,0,0,"70,000"
45,Bellingham,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,98225,Jenny Deng,939,WA,38,1,0,1,"50,000"
45,Elk Grove,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,95624,Joanna Rubio,1058,CA,58,1,0,1,"60,000"
45,Ogden,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,84401,Jennifer Hall,968,UT,57,1,0,1,"60,000"
45,Cheyenne,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,82001,Sharon Bhat,1790,WY,48,1,0,1,"60,000"
40,Grossmont,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,91941,Barbara Yang,304,CA,43,1,2,2,"60,000"
45,Lebanon,Bachelors,F,FEMALE,1,YES,M,MARRIED,Professional,97355,Olivia Butler,1586,OR,46,1,2,3,"60,000"
40,Oakland,Bachelors,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94611,Nina Shan,1571,CA,44,1,2,2,"50,000"
40,San Gabriel,Bachelors,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,91776,Donna Jai,563,CA,34,1,2,2,"50,000"
40,Ballard,Bachelors,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98107,Tamara Xu,1989,WA,44,1,2,2,"50,000"
40,Ballard,Bachelors,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98107,Angelica Price,120,WA,59,1,2,2,"50,000"
40,Everett,Bachelors,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98201,Isabella Rivera,895,WA,35,1,2,2,"50,000"
40,Colma,Graduate D,F,FEMALE,1,YES,M,MARRIED,Clerical,94014,Trinity Ward,1985,CA,38,0,0,0,"40,000"
40,Lynnwood,Graduate D,F,FEMALE,1,YES,M,MARRIED,Clerical,98036,Janelle Mehta,1009,WA,56,0,0,0,"40,000"
45,Downey,Graduate D,F,FEMALE,1,YES,M,MARRIED,Clerical,90241,Faith Bell,727,CA,30,0,0,1,"20,000"
70,Beaverton,Graduate D,F,FEMALE,1,YES,M,MARRIED,Clerical,97005,Trisha Zeng,1994,OR,33,0,0,1,"20,000"
45,Olympia,Graduate D,F,FEMALE,1,YES,M,MARRIED,Clerical,98501,April Xu,184,WA,56,0,0,1,"20,000"
50,Westport,Graduate D,F,FEMALE,1,YES,M,MARRIED,Clerical,6880,Gabrielle Allen,765,CT,37,0,0,1,"30,000"
50,Lacey,Graduate D,F,FEMALE,1,YES,M,MARRIED,Clerical,98503,Cindy Martinez,406,WA,42,0,0,1,"30,000"
45,Auburn,Graduate D,F,FEMALE,1,YES,M,MARRIED,Clerical,95603,Monique Alvarez,1350,CA,47,0,0,5,"30,000"
40,Monroe,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,98272,Christine Anand,313,WA,43,0,0,1,"90,000"
40,Issaquah,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,98027,Renee Diaz,1667,WA,30,0,0,1,"100,000"
45,Long Beach,Graduate D,F,FEMALE,1,YES,M,MARRIED,Manual,90802,Melanie Cook,1374,CA,34,0,0,1,"10,000"
45,Santa Cruz,Graduate D,F,FEMALE,1,YES,M,MARRIED,Manual,95062,Candace Garcia,351,CA,58,0,0,1,"10,000"
45,Santa Cruz,Graduate D,F,FEMALE,1,YES,M,MARRIED,Manual,95062,Kari Diaz,1149,CA,56,0,0,1,"10,000"
40,Colma,Graduate D,F,FEMALE,1,YES,M,MARRIED,Professional,94014,Sydney Martin,1844,CA,30,0,0,0,"60,000"
40,Oregon City,Graduate D,F,FEMALE,1,YES,M,MARRIED,Professional,97045,Taylor Simmons,1974,OR,33,0,0,0,"60,000"
35,Philadelphia,Graduate D,F,FEMALE,1,YES,M,MARRIED,Professional,19107,Brianna Barnes,203,PA,41,0,0,1,"60,000"
40,Chula Vista,Graduate D,F,FEMALE,1,YES,M,MARRIED,Professional,91910,Hailey Sanchez,857,CA,46,0,0,4,"70,000"
35,Oregon City,Graduate D,F,FEMALE,1,YES,M,MARRIED,Professional,97045,Anna Peterson,115,OR,35,0,0,4,"70,000"
40,Concord,Graduate D,F,FEMALE,1,YES,M,MARRIED,Professional,94519,Kellie Alvarez,1125,CA,47,0,0,5,"70,000"
45,Colma,Graduate D,F,FEMALE,1,YES,M,MARRIED,Professional,94014,Sydney Hughes,1823,CA,52,0,2,3,"60,000"
50,Salem,Graduate D,F,FEMALE,1,YES,M,MARRIED,Professional,97301,Chloe Martinez,405,OR,44,0,4,5,"70,000"
40,Camarillo,Graduate D,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,93010,Gloria Hernandez,787,CA,39,0,0,0,"50,000"
40,Westminster,Graduate D,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,80030,Shawna Nara,1852,CO,38,0,0,0,"50,000"
40,Burien,Graduate D,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98168,Grace Foster,779,WA,55,0,0,0,"50,000"
35,Palo Alto,Graduate D,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94303,Faith Bennett,728,CA,49,0,0,0,"50,000"
35,Lynnwood,Graduate D,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98036,Tara Kumar,1939,WA,49,0,0,0,"50,000"
35,Santa Cruz,Graduate D,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,95062,Mariah Alexander,1342,CA,52,0,0,1,"50,000"
35,Bothell,Graduate D,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98011,Isabella Jenkins,885,WA,60,0,0,1,"50,000"
35,Missoula,Graduate D,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,59801,Rebecca Edwards,1670,MT,31,0,0,1,"60,000"
50,Chula Vista,Graduate D,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,91910,Julie Rai,1041,CA,32,0,0,4,"50,000"
50,Colma,Graduate D,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94014,Patricia Sai,1630,CA,44,0,0,4,"50,000"
50,Bellflower,Graduate D,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,90706,Hailey Wright,864,CA,60,0,0,4,"50,000"
50,Bellflower,Graduate D,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,90706,Miranda Perry,1449,CA,47,0,0,4,"50,000"
50,Daly City,Graduate D,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94015,Lauren Morris,1299,CA,35,0,0,4,"50,000"
50,Colma,Graduate D,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94014,Kristin Bhat,1131,CA,32,0,0,5,"50,000"
35,Lakewood,Graduate D,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,90712,Claudia Wang,482,CA,35,0,1,1,"50,000"
35,Novato,Graduate D,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94947,Katelyn Reed,1215,CA,48,0,1,1,"50,000"
35,Oberlin,Graduate D,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,44074,Taylor Thompson,1981,OH,49,0,1,1,"50,000"
35,Woodburn,Graduate D,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,97071,Raquel Munoz,1728,OR,55,0,1,1,"50,000"
35,Lynnwood,Graduate D,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98036,Jennifer Martinez,1007,WA,34,0,1,1,"50,000"
40,De Witt,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,13214,Kristi Suri,1241,NY,55,1,0,0,"100,000"
40,Beverly Hills,Graduate D,F,FEMALE,1,YES,M,MARRIED,Professional,90210,Julia Allen,908,CA,45,1,0,0,"60,000"
40,Chula Vista,Graduate D,F,FEMALE,1,YES,M,MARRIED,Professional,91910,Morgan Carter,1365,CA,57,1,0,0,"60,000"
40,Chula Vista,Graduate D,F,FEMALE,1,YES,M,MARRIED,Management,91910,Toni Chandra,1919,CA,35,3,0,0,"110,000"
45,Garland,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,75040,Lisa Zhang,1337,TX,32,0,1,1,"10,000"
40,Bellflower,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,90706,Kristin Lal,1174,CA,33,0,2,2,"10,000"
40,Bellflower,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,90706,Christy Shen,463,CA,40,0,2,2,"20,000"
45,Cambridge,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,2139,Marie Sara,1483,MA,36,0,3,3,"20,000"
55,Everett,High Schoo,F,FEMALE,1,YES,M,MARRIED,Clerical,98201,Brittney Li,237,WA,55,1,0,1,"30,000"
45,Downey,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,90241,Latoya Pal,1302,CA,32,1,1,1,"10,000"
50,Garland,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,75040,Jacqueline Stewart,1085,TX,58,1,1,1,"10,000"
40,Coronado,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,92118,Teresa Sanz,1968,CA,32,1,1,1,"20,000"
40,Los Angeles,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,90012,Arianna Long,80,CA,56,1,2,2,"10,000"
40,Kirkland,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,98033,Erica Ma,686,WA,58,1,2,2,"20,000"
40,Bremerton,High Schoo,F,FEMALE,1,YES,M,MARRIED,Manual,98312,Alexa Morgan,97,WA,45,1,3,3,"10,000"
40,Chula Vista,High Schoo,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,91910,Lisa He,1274,CA,46,1,5,5,"40,000"
35,Olympia,High Schoo,F,FEMALE,1,YES,M,MARRIED,Management,98501,Renee Vazquez,1767,WA,36,3,0,0,"90,000"
35,Concord,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,94519,Brandy Rodriguez,268,CA,30,0,2,2,"40,000"
35,Hayward,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,94541,Leah He,1275,CA,42,0,2,2,"40,000"
45,Downey,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,90241,Lori Vazquez,1329,CA,38,0,3,3,"30,000"
30,Millington,Partial Co,F,FEMALE,1,YES,M,MARRIED,Manual,38054,Sandra She,1887,TN,50,0,0,0,"20,000"
50,Chula Vista,Partial Co,F,FEMALE,1,YES,M,MARRIED,Manual,91910,Kelli Zheng,1255,CA,37,0,0,1,"10,000"
50,Mill Valley,Partial Co,F,FEMALE,1,YES,M,MARRIED,Manual,94941,Cheryl Gomez,354,CA,45,0,0,1,"10,000"
50,Fort Wayne,Partial Co,F,FEMALE,1,YES,M,MARRIED,Manual,46807,Bridget Raji,262,IN,51,0,0,1,"10,000"
65,Long Beach,Partial Co,F,FEMALE,1,YES,M,MARRIED,Manual,90802,Margaret Zhao,1521,CA,44,0,0,1,"20,000"
50,Indianapolis,Partial Co,F,FEMALE,1,YES,M,MARRIED,Manual,46204,Margaret Yang,1515,IN,35,0,0,2,"10,000"
50,Dallas,Partial Co,F,FEMALE,1,YES,M,MARRIED,Manual,75201,Andrea Bailey,5,TX,39,0,0,2,"10,000"
65,Burien,Partial Co,F,FEMALE,1,YES,M,MARRIED,Manual,98168,Wendy Rubio,2036,WA,39,0,0,2,"20,000"
45,Bell Gardens,Partial Co,F,FEMALE,1,YES,M,MARRIED,Manual,90201,Deborah Bhat,521,CA,39,0,1,1,"20,000"
45,Olympia,Partial Co,F,FEMALE,1,YES,M,MARRIED,Manual,98501,Jennifer Richardson,1049,WA,37,0,2,2,"30,000"
50,San Diego,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,92102,Theresa Gil,1925,CA,30,0,1,2,"70,000"
50,Tampa,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,33602,Candice Wu,487,FL,43,0,1,2,"70,000"
50,Issaquah,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,98027,Rebekah Rana,1742,WA,53,0,1,2,"70,000"
50,Burlingame,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,94010,Sophia Collins,1802,CA,33,0,2,3,"70,000"
50,City Of Commerce,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,90040,Caitlin Cook,337,CA,39,0,3,4,"70,000"
50,San Antonio,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,78204,Elizabeth Flores,663,TX,47,0,3,4,"70,000"
50,Chula Vista,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,91910,Courtney Roberts,437,CA,30,1,0,1,"40,000"
50,Lynnwood,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,98036,Sydney Richardson,1873,WA,46,1,0,2,"40,000"
50,Sedro Woolley,Partial Co,F,FEMALE,1,YES,M,MARRIED,Clerical,98284,Lauren Flores,1270,WA,48,1,0,2,"40,000"
40,Seattle,Partial Co,F,FEMALE,1,YES,M,MARRIED,Manual,98104,Theresa Gutierrez,1930,WA,57,1,0,0,"20,000"
50,Colma,Partial Co,F,FEMALE,1,YES,M,MARRIED,Manual,94014,Stefanie Arun,1785,CA,54,1,0,2,"20,000"
50,Hillsboro,Partial Co,F,FEMALE,1,YES,M,MARRIED,Manual,76645,Angelica Simmons,155,TX,54,1,0,2,"20,000"
40,Santa Cruz,Partial Co,F,FEMALE,1,YES,M,MARRIED,Manual,95062,Lindsey Rai,1305,CA,35,1,1,1,"20,000"
40,Humble,Partial Co,F,FEMALE,1,YES,M,MARRIED,Manual,77338,Amanda Reed,129,TX,56,1,1,1,"20,000"
45,Bountiful,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,84010,Stephanie Patterson,1862,UT,30,1,0,0,"90,000"
45,Colma,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,94014,Melinda Munoz,1435,CA,43,1,2,0,"100,000"
45,Bountiful,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,84010,Leslie Castro,1264,UT,43,1,2,0,"100,000"
45,Issaquah,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,98027,Leah Wang,1330,WA,43,1,2,0,"100,000"
40,Central Valley,Partial Co,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,10917,Kristen Yang,1250,NY,51,1,0,0,"50,000"
40,San Antonio,Partial Co,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,78204,Tasha Raje,1960,TX,54,1,0,0,"50,000"
45,Chula Vista,Partial Co,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,91910,Kristi Alonso,1124,CA,44,1,0,1,"50,000"
45,Concord,Partial Co,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,94519,Kelly Gonzales,1157,CA,52,1,0,1,"50,000"
45,National City,Partial Co,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,91950,Valerie Ma,2008,CA,38,1,0,1,"50,000"
45,Simi Valley,Partial Co,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,93065,Wendy Alonso,2017,CA,44,1,0,1,"50,000"
45,Novi,Partial Co,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,48375,Deanna Sanchez,603,MI,45,1,0,1,"50,000"
45,Albany,Partial Co,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,12210,Victoria Kelly,2007,NY,32,1,0,1,"50,000"
50,Trabuco Canyon,Partial Co,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,92679,Barbara Chander,213,CA,34,1,0,1,"50,000"
55,Scottsdale,Partial Co,F,FEMALE,1,YES,M,MARRIED,Professional,85257,Riley Morris,1725,AZ,41,2,2,5,"70,000"
35,Lake Oswego,Partial Co,F,FEMALE,1,YES,M,MARRIED,Management,97034,Barbara Sun,286,OR,32,3,5,0,"110,000"
40,Colma,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Manual,94014,Kari Arun,1129,CA,47,1,3,3,"10,000"
55,Chula Vista,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,91910,Gina Ramos,802,CA,36,2,2,5,"70,000"
55,Lynnwood,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98036,Ana Hughes,61,WA,47,2,2,5,"70,000"
55,Olympia,Partial Hi,F,FEMALE,1,YES,M,MARRIED,Skilled Manual,98501,Cara Zhu,510,WA,36,2,2,5,"70,000"
60,Marysville,Bachelors,F,FEMALE,1,YES,S,SINGLE,Management,98270,Claudia Cai,324,WA,41,1,1,2,"50,000"
35,Portland,Bachelors,F,FEMALE,1,YES,S,SINGLE,Skilled Manual,97205,Amanda Murphy,102,OR,31,1,1,1,"40,000"
60,Phoenix,Bachelors,F,FEMALE,1,YES,S,SINGLE,Management,85004,Priscilla Xie,1643,AZ,53,2,0,4,"60,000"
65,Colma,Bachelors,F,FEMALE,1,YES,S,SINGLE,Management,94014,Stacy Romero,1877,CA,55,2,0,4,"80,000"
60,Lake Oswego,Bachelors,F,FEMALE,1,YES,S,SINGLE,Management,97034,Jordyn Price,1039,OR,33,2,0,5,"50,000"
65,Colma,Bachelors,F,FEMALE,1,YES,S,SINGLE,Management,94014,Dominique Madan,574,CA,35,2,0,5,"80,000"
65,Lake Oswego,Bachelors,F,FEMALE,1,YES,S,SINGLE,Management,97034,Claudia Wu,488,OR,33,2,0,5,"80,000"
45,Puyallup,Bachelors,F,FEMALE,1,YES,S,SINGLE,Professional,98371,Anna Smith,158,WA,40,3,2,4,"50,000"
45,Chula Vista,Bachelors,F,FEMALE,1,YES,S,SINGLE,Professional,91910,Felicia Hernandez,738,CA,56,3,4,4,"60,000"
40,Edmonds,Bachelors,F,FEMALE,1,YES,S,SINGLE,Professional,98020,Alicia Nara,103,WA,47,3,5,5,"70,000"
60,Imperial Beach,Bachelors,F,FEMALE,1,YES,S,SINGLE,Management,91932,Briana Rubio,270,CA,52,4,0,5,"50,000"
40,Miami,Bachelors,F,FEMALE,1,YES,S,SINGLE,Management,33127,Latasha Hernandez,1276,FL,39,4,1,0,"120,000"
45,Burbank,Bachelors,F,FEMALE,1,YES,S,SINGLE,Management,91502,Christina Kelly,382,CA,32,4,2,3,"110,000"
45,Burbank,Bachelors,F,FEMALE,1,YES,S,SINGLE,Management,91502,Christine Kelly,1153,CA,58,4,2,3,"110,000"
45,Bellingham,Bachelors,F,FEMALE,1,YES,S,SINGLE,Management,98225,Brianna Ramirez,264,WA,31,4,2,3,"110,000"
60,Burlingame,Bachelors,F,FEMALE,1,YES,S,SINGLE,Management,94010,Paula Torres,1640,CA,45,4,3,2,"100,000"
65,Phoenix,Bachelors,F,FEMALE,1,YES,S,SINGLE,Management,85004,Olivia Ross,1597,AZ,46,4,4,2,"120,000"
55,Bellflower,Bachelors,F,FEMALE,1,YES,S,SINGLE,Management,90706,Kaitlin Fernandez,1154,CA,52,4,4,3,"110,000"
55,El Cajon,Bachelors,F,FEMALE,1,YES,S,SINGLE,Management,92020,Kaitlyn Davis,1146,CA,58,4,4,3,"110,000"
65,Kenmore,Graduate D,F,FEMALE,1,YES,S,SINGLE,Management,98028,Laura Zeng,1335,WA,54,1,0,2,"50,000"
75,Scottsdale,Graduate D,F,FEMALE,1,YES,S,SINGLE,Management,85257,Anna Kelly,71,AZ,34,1,0,3,"80,000"
35,Yakima,Graduate D,F,FEMALE,1,YES,S,SINGLE,Management,98901,Kayla Perry,1199,WA,41,1,4,4,"80,000"
70,Olympia,Graduate D,F,FEMALE,1,YES,S,SINGLE,Management,98501,Christy He,364,WA,53,2,0,3,"50,000"
70,Marysville,Graduate D,F,FEMALE,1,YES,S,SINGLE,Management,98270,Kelsey Deng,1148,WA,52,2,0,3,"50,000"
65,W. Linn,Graduate D,F,FEMALE,1,YES,S,SINGLE,Management,97068,Jaime Gomez,961,OR,54,2,0,3,"60,000"
65,Milwaukie,Graduate D,F,FEMALE,1,YES,S,SINGLE,Management,97222,Dominique Rodriguez,598,OR,48,2,0,5,"70,000"
40,Colma,Graduate D,F,FEMALE,1,YES,S,SINGLE,Management,94014,Alisha Zhou,194,CA,48,3,1,2,"110,000"
40,Portland,Graduate D,F,FEMALE,1,YES,S,SINGLE,Management,97205,Cassandra Rodriguez,440,OR,30,3,1,2,"110,000"
65,Colma,Graduate D,F,FEMALE,1,YES,S,SINGLE,Management,94014,Carolyn Jimenez,380,CA,39,3,3,2,"100,000"
70,Alhambra,Graduate D,F,FEMALE,1,YES,S,SINGLE,Management,91801,Misty Aggarwal,1340,CA,41,3,3,2,"100,000"
40,Lebanon,Graduate D,F,FEMALE,1,YES,S,SINGLE,Management,97355,Ruth Prasad,1740,OR,53,3,5,5,"80,000"
70,Chula Vista,Graduate D,F,FEMALE,1,YES,S,SINGLE,Management,91910,Brianna Wilson,299,CA,59,4,2,1,"170,000"
30,Maryville,High Schoo,F,FEMALE,1,YES,S,SINGLE,Manual,37801,Julia Perez,1034,TN,43,1,0,0,"20,000"
30,Daly City,High Schoo,F,FEMALE,1,YES,S,SINGLE,Manual,94015,Kathleen Dominguez,1151,CA,39,1,5,5,"20,000"
50,Concord,High Schoo,F,FEMALE,1,YES,S,SINGLE,Professional,94519,Alexandra Simmons,154,CA,46,1,1,2,"90,000"
55,Colma,High Schoo,F,FEMALE,1,YES,S,SINGLE,Professional,94014,Faith Sanders,758,CA,30,1,3,4,"70,000"
